Angra do Heroísmo, Açores;38.659317;-27.219558
Vila do Corvo, Açores;39.673237;-31.113707
Santa Cruz das Flores, Açores;39.453781;-31.128516
São Roque do Pico, Açores;38.513430;-28.320155
Lagoa, Açores;37.747009;-25.578405
Povoação, Açores;37.746883;-25.245161
Vila Franca do Campo, Açores;37.717162;-25.433535
Vila do Porto, Açores;36.948073;-25.145350
Lajes das Flores, Açores;39.377950;-31.177093
Velas, Açores;38.679753;-28.205296
Nordeste, Açores;37.833488;-25.146860
Ponta Delgada, Açores;37.739434;-25.668362
Madalena, Açores;38.536317;-28.524349
Horta, Açores;38.536803;-28.630109
Santa Cruz da Graciosa, Açores;39.083226;-28.000944
Ribeira Grande, Açores;37.822523;-25.519491
Calheta, Açores;38.605515;-28.018791
Praia da Vitória, Açores;38.730984;-27.060353
Lajes do Pico, Açores;38.394451;-28.252222
Cabouco, Açores;37.760592;-25.567841
Mosteiros, Açores;37.893973;-25.817159
Sete Cidades, Açores;37.861983;-25.796881
Furnas, Açores;37.772469;-25.313307
Água de Pau, Açores;37.720445;-25.511246
Ribeira Chã, Açores;37.719624;-25.487514
Água d'Alto, Açores;37.720540;-25.456014
Porto Formoso, Açores;37.821495;-25.426145
São Brás, Açores;37.820578;-25.411707
Maia, Açores;37.826707;-25.393878
Faial da Terra, Açores;37.744181;-25.196803
Rabo de Peixe, Açores;37.808350;-25.585112
Fenais da Luz, Açores;37.825680;-25.641253
Criação Velha, Açores;38.509108;-28.528691
Ribeira Quente, Açores;37.736463;-25.299097
Lomba da Maia, Açores;37.829798;-25.352556
Ribeirinha, Açores;37.828898;-25.495801
Água Retorta, Açores;37.760880;-25.164088
Relva, Açores;37.753164;-25.718739
Ginetes, Açores;37.849554;-25.838824
Fajã de Baixo, Açores;37.760434;-25.644677
Praia do Norte, Açores;38.602157;-28.756843
Praia do Almoxarife, Açores;38.559505;-28.623010
Castelo Branco, Açores;38.524216;-28.723909
Cedros, Açores;38.634497;-28.704376
Ribeirinha, Açores;38.595410;-28.613617
Pedro Miguel, Açores;38.572510;-28.619596
Candelária, Açores;38.465167;-28.513894
Santa Luzia, Açores;38.547772;-28.399293
Piedade, Açores;38.424837;-28.059035
Urzelina (São Mateus), Açores;38.645639;-28.126479
Santo Amaro, Açores;38.680468;-28.183899
Norte Grande, Açores;38.669459;-28.060186
Norte Pequeno, Açores;38.647106;-28.001577
Santo António, Açores;37.857974;-25.703196
Almagreira, Açores;36.966098;-25.109261
São Pedro, Açores;36.979121;-25.122056
Santo Espírito, Açores;36.955698;-25.041712
Santa Bárbara, Açores;36.984983;-25.067781
Vila da Praia, Açores;39.053249;-27.971701
Guadalupe, Açores;39.061035;-28.032636
Luz, Açores;39.022341;-27.990241
Fenais da Ajuda, Açores;37.852094;-25.326298
Algarvia, Açores;37.847198;-25.233075
Achada, Açores;37.849392;-25.266536
Santo António de Nordestinho, Açores;37.853064;-25.211731
Pico da Pedra, Açores;37.801697;-25.613596
Ponta Garça, Açores;37.717011;-25.372928
Arrifes, Açores;37.762064;-25.693309
Lomba da Fazenda, Açores;37.844909;-25.165264
São Pedro de Nordestinho, Açores;37.850391;-25.196192
Fajã de Cima, Açores;37.769232;-25.660104
Santo António, Açores;38.536263;-28.341987
