Rrogozhinë, Shqipëria;41.075899;19.664977
Fier, Shqipëria;40.725112;19.558208
Vlorë, Shqipëria;40.470760;19.491272
Sarandë, Shqipëria;39.875220;20.006526
Shkodër, Shqipëria;42.068137;19.512144
Gjirokastër, Shqipëria;40.077087;20.139336
Perlat, Shqipëria;41.444676;19.537089
Rrushkull, Shqipëria;41.430214;19.516040
Çorovodë, Shqipëria;40.503623;20.228350
Kavajë, Shqipëria;41.183424;19.559949
Bulqizë, Shqipëria;41.492203;20.218376
Burrel, Shqipëria;41.610429;20.013065
Peshkopi, Shqipëria;41.684877;20.428714
Kuçovë, Shqipëria;40.804415;19.913445
Shëngjin, Shqipëria;41.809783;19.598976
Kukës, Shqipëria;42.076898;20.416320
Llomi, Shqipëria;42.419564;19.864542
Krujë, Shqipëria;41.511251;19.792852
Drimadhë, Shqipëria;40.156548;19.624836
Grilë, Shqipëria;42.130980;19.485116
Boriç i Madh, Shqipëria;42.134317;19.497980
Hamallaj, Shqipëria;41.466465;19.525079
Grekan, Shqipëria;40.928923;19.948061
Dobranj, Shqipëria;40.557210;20.967492
Gjyras, Shqipëria;40.693824;20.629451
Urakë, Shqipëria;41.065286;20.582424
Marjan, Shqipëria;40.762460;20.625603
Çervenakë, Shqipëria;40.945563;20.608905
Niçë, Shqipëria;40.816073;20.569366
Çlirim, Shqipëria;40.416668;20.552502
Sinicë, Shqipëria;40.515351;20.868687
Gurisht, Shqipëria;40.769772;20.716186
Buçimas, Shqipëria;40.891552;20.683757
Damjanec, Shqipëria;40.664676;20.675964
Radokal i Poshtëm, Shqipëria;41.015615;20.550910
Vodicë, Shqipëria;40.400462;20.654247
Qershizë, Shqipëria;40.872684;20.747407
Vreshtas, Shqipëria;40.798255;20.778252
Pishkash vërri, Shqipëria;41.079282;20.503519
Belorta, Shqipëria;40.667216;20.832147
Gjinikas, Shqipëria;40.685244;20.497428
Dunicë, Shqipëria;40.897038;20.550919
Bitinckë, Shqipëria;40.646643;20.982930
Krushovë, Shqipëria;40.679155;20.565335
Baribardhë, Shqipëria;40.994723;20.469017
Vithkuq, Shqipëria;40.524579;20.582791
Prenisht, Shqipëria;40.825644;20.625774
Lumalas, Shqipëria;40.659770;20.735732
Plovisht, Shqipëria;40.716144;20.639840
Katjel, Shqipëria;41.044580;20.553656
Dolanec, Shqipëria;40.777544;20.593724
Lin, Shqipëria;41.066352;20.639520
Trebickë, Shqipëria;40.450780;20.472159
Selenicë, Shqipëria;40.390311;20.693254
Shyec, Shqipëria;40.698340;21.000034
